source_exclusion_table	asset_path	model_name	reason_excluded	replacement_root	safe_to_delete	note	asset_type	identifier	path	excluded_reason	replacement_or_official_root
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/metrics_recomputed.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/pre_training_integrity_checks.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/command.txt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/metrics.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/predictions.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/data_access_log.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/epoch_history.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/checkpoint_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/quality_gate.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/split_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/SEED_COMPLETE_PASS	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/metrics_recomputed.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/stderr.log	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/run_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/model_final_epoch.pt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/input_provenance.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/feature_entity_key_report.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/metrics.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/stdout.log	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/code_hashes.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_17/environment.txt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/metrics_recomputed.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/pre_training_integrity_checks.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/command.txt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/metrics.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/predictions.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/data_access_log.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/epoch_history.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/checkpoint_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/quality_gate.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/split_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/SEED_COMPLETE_PASS	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/metrics_recomputed.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/stderr.log	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/run_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/model_final_epoch.pt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/input_provenance.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/feature_entity_key_report.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/metrics.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/stdout.log	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/code_hashes.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_12/environment.txt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/metrics_recomputed.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/pre_training_integrity_checks.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/command.txt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/metrics.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/predictions.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/data_access_log.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/epoch_history.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/checkpoint_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/quality_gate.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/split_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/SEED_COMPLETE_PASS	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/metrics_recomputed.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/stderr.log	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/run_metadata.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/model_final_epoch.pt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/input_provenance.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/feature_entity_key_report.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/metrics.json	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/stdout.log	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/code_hashes.tsv	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/strict_cold/seed_2/environment.txt	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_6	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_19	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_20	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_22	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
outputs/paper1_data_refresh_20260710/PAPER1_EXCLUDED_STALE_OR_FAILED_ASSETS.tsv	formal_runs/isg_clean_fixedfinal_20260706/04_formal_runs/MDR/mirna_cold/seed_8	ISG-MDA	matches smoke/pilot/tmp/failed/partial/stale/old/legacy/superseded/recovered/locked exclusion pattern	formal_runs/isg_clean_fixedfinal_20260706	NO	not used in manuscript-ready tables					
